"1" 2017-06-27 11:39:43 "NOTE" "initialized" "init_env" "completed initialization" ""
"349" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Americas"
"350" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"351" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/South_America"
"352" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"353" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "process_dump_list" "submission to server" ""
"354" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "process_dump_list" "new context" "/media/obkms/RDF//10.3897_BDJ.2.e1064.xml.ttl"
"355" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"356" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"357" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"358" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "disambig_author" "Rule 2 fail (email)" "no matches"
"359" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "disambig_author" "no match, update the local authors db" "HilgerNA"
"360" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"361" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "disambig_author" "no match, update the local authors db" "ColeNA"
"362" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"363" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "disambig_author" "no match, update the local authors db" "SelviNA"
"364" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"365" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "not match found for " "Plantae"
"366" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"367" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Boraginaceae"
"368" 2017-06-27 11:40:20 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"369" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Systematics"
"370" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"371" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Boraginaceae"
"372" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"373" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "found resrouce" "#WN30Word-taxonomy"
"374" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "qname" "URI will be forced to null" "#WN30Word-taxonomy"
"375" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"376" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "not match found for " "legacy literature republishing"
"377" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"378" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "found resrouce" "#WN30Word-translation"
"379" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "qname" "URI will be forced to null" "#WN30Word-translation"
"380" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"381" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "not match found for " "markups"
"382" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"383" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Europe"
"384" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "lookup id" "failed lookup, generating new id" ""
"385" 2017-06-27 11:40:21 "NOTE" "/media/obkms/XML2/10.3897_BDJ.2.e1064.xml" "process_dump_list" "submission to server" ""
