typeStatus,catalogNumber,occurrenceDetails,occurrenceRemarks,recordNumber,recordedBy,individualID,individualCount,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,otherCatalogNumbers,previousIdentifications,associatedMedia,associatedReferences,associatedOccurrences,associatedSequences,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,eventID,samplingProtocol,samplingEffort,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,fieldNotes,eventRemarks,type,modified,language,rights,rightsHolder,accessRights,bibliographicCitation,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,source
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Ptinidae,Ptinus,,rufipes,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Philonthus,,succicola,,,,,,,,,,,,,,,,,Czech Republic,,,,,25c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Philonthus,,varians,,,,,,,,,,,,,,,,,Czech Republic,,,,,25c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Cerambycidae,Phymatodes,,testaceus,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Cerambycidae,Plagionotus,,arcuatus,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Carabidae,Abax,,parallelepipedus,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Cerambycidae,Phytoecia,,nigripes,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Cerambycidae,Ropalopus,,femoratus,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Carabidae,Nebria,,brevicollis,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Carabidae,Elaphrus,,cupreus,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Carabidae,Harpalus,,affinis,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Nitidulidae,Carpophilus,,hemipterus,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Chrysomelidae,Clytra,,quadripunctata,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Oedemeridae,Oedemera,,podagrariae,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Scarabaeidae,Onthophagus,,verticicornis,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Buprestidae,Anthaxia,,similis,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Chrysomelidae,Cryptocephalus,,sericeus,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Carabidae,Notiophilus,,biguttatus,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Cerambycidae,Glaphyra,,umbellaezrum,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Coccinelidae,Scymnus,,zuratus,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Pyrochroidae,Pyrochroa,,coccinea,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Cantharidae,Cantharis,,obscura,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Tenebrionidae,Omophlus,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Nitidulidae,Pityophagus,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Tachinus,,proximus,,,,,,,,,,,,,,,,,Czech Republic,,,,,25e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Cleridae,Trichodes,,alvearius,,,,,,,,,,,,,,,,,Czech Republic,,,,,24b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Quedius,,cinctus,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Carabidae,Carabus,,hortensis,,,,,,,,,,,,,,,,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Quedius,,ochripennis,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Hypnogyra,,angularis,,,,,,,,,,,,,,,,,Czech Republic,,,,,19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Carabidae,Harpalus,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,25c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Lathrobium,,fovulum,,,,,,,,,,,,,,,,,Czech Republic,,,,,21a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Philonthus,,fumarius,,,,,,,,,,,,,,,,,Czech Republic,,,,,21a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Philonthus,,rectangulus,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Lymexylidae,Hylecoetus,,dermestoides,,,,,,,,,,,,,,,,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Ontholestes,,,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Heterothops,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Philonthus,,discoideus,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Bisnius,,fimetarius,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Platydracus,,chalcocephalus,,,,,,,,,,,,,,,,,Czech Republic,,,,,22a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Rugilus,,rufipes,,,,,,,,,,,,,,,,,Czech Republic,,,,,22a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Philonthus,,albipes,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Othius ,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,21b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Philonthus,,tenuicornis,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Oxyporus,,maxillosus,,,,,,,,,,,,,,,,,Czech Republic,,,,,19c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Staphylinidae,Gyrohypnus,,angustatus,,,,,,,,,,,,,,,,,Czech Republic,,,,,24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Scarabaeidae,Protaetia,,marmorata,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Trogidae,Trox,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Elateridae,Ampedus,,balteatus,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Malachidae,Malachius,,bipustulatus,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Erotylidae,Triplax,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Throscidae,Throscus,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Hydrophilidae,Helochares,,obscurus,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Latridiidae,Latridius,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Sphindidae,Aspidiphorus,,orbiculatus,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Zopheridae,Synchita,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Tetratomidae,gen,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Omalisidae,Omalisus,,fontisbellaquaei,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Ptinidae,Ptinus,,2,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Hydraenidae,Limnebius,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Ptinidae,Oorcatoma,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Carabidae,Acupalpus,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Scraptiidae,gen,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Laemophloeidae,Cryptolestes,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BIG 4 Team,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleoptera,Elateridae,Adrastus,,sp,,,,,,,,,,,,,,,,,Czech Republic,,,,,Locality 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
